Period	Date	Data1.MEAN	Data1.MEDIAN	Data2.MEAN	Data2.MEDIAN	Data3.MEAN	Data3.MEDIAN
Summer 2011	26-10-2011	0,297409	0,2619018	0,449677	0,451703	0,2882822286	0,3082822286
Summer 2011	27-10-2011	0,3227011	0,2650611	0,486497	0,460985	0,3069312	0,3729312
Summer 2011	28-10-2011	0,2842429	0,2800551	0,473729	0,459157	0,2965791429	0,3935791429
Summer 2011	29-10-2011	0,2389558	0,2366172	0,405038	0,325421	0,2516031429	0,3296031429
Summer 2011	30-10-2011	0,3166007	0,2554409	0,444087	0,49744	0,2903224571	0,3643224571
Summer 2011	31-10-2011	0,2787224	0,2644479	0,448296	0,466137	0,2832760857	0,3232760857
Winter 2012	01-11-2011	0,2789734	0,2648667	0,4648952	0,4274408	0,2882100857	0,3532100857
Winter 2012	02-11-2011	0,2918933	0,2369269	0,423982	0,342563	0,2722292	0,3232292
Winter 2012	03-11-2011	0,3225365	0,2465832	0,377029	0,352851	0,2703282	0,3073282
Winter 2012	04-11-2011	0,2230772	0,2430661	0,373573	0,412572	0,2399189429	0,3139189429
Winter 2012	05-11-2011	0,2558246	0,2318577	0,414583	0,484299	0,2577900857	0,3057900857
Winter 2012	06-11-2011	0,3149904	0,2456162	0,431951	0,426572	0,2835878857	0,3155878857
Winter 2012	07-11-2011	0,2264874	0,2601413	0,373048	0,274139	0,2456219143	0,2756219143
Winter 2012	08-11-2011	0,2414665	0,2662565	0,314382	0,279857	0,2348871429	0,2598871429
Winter 2012	09-11-2011	0,2817838	0,2325952	0,376063	0,468148	0,254412	0,287412
Winter 2012	10-11-2011	0,2476841	0,2667485	0,406902	0,476582	0,2632384571	0,3632384571
Winter 2012	11-11-2011	0,3038201	0,2567625	0,3405585	0,3278559	0,2574688857	0,2644688857
Winter 2012	12-11-2011	0,279929	0,2510671	0,2876788	0,2648465	0,2339071143	0,3269071143
Winter 2012	13-11-2011	0,264904	0,2651222	0,3016788	0,2558465	0,23763	0,25763
Winter 2012	14-11-2011	0,3351342	0,2599459	0,361062	0,3337045	0,2731834571	0,3351834571
Winter 2012	15-11-2011	0,2702488	0,2448357	0,294693	0,30072	0,231365	0,286365
Winter 2012	16-11-2011	0,3233171	0,2973647	0,3131127	0,2292909	0,2667984286	0,3127984286
Winter 2012	17-11-2011	0,2755978	0,2713918	0,3571515	0,282301	0,2583260286	0,2823260286
Winter 2012	18-11-2011	0,2747333	0,3072034	0,3114158	0,2607152	0,2552435714	0,3172435714
Winter 2012	19-11-2011	0,3161021	0,3107044	0,3300177	0,2300029	0,2733783429	0,2733783429
Winter 2012	20-11-2011	0,2814228	0,2832806	0,353278	0,3778556	0,2622804	0,3342804
Winter 2012	21-11-2011	0,3152024	0,2790741	0,3761088	0,400007	0,2772529429	0,3322529429
Winter 2012	22-11-2011	0,2659985	0,3082876	0,2904018	0,177438	0,2470536857	0,3440536857
Winter 2012	23-11-2011	0,343661	0,2824128	0,2834561	0,1845742	0,2598656857	0,3248656857
Winter 2012	24-11-2011	0,298524	0,2708337	0,3229641	0,2144225	0,2549490857	0,2999490857
Winter 2012	25-11-2011	0,2877662	0,277024	0,4019023	0,3887241	0,2761978571	0,3261978571
Winter 2012	26-11-2011	0,3149776	0,2921733	0,3909178	0,3927241	0,2851624857	0,3421624857
Winter 2012	27-11-2011	0,2522075	0,2791553	0,3357063	0,2875839	0,2477340286	0,3397340286
Winter 2012	28-11-2011	0,3386973	0,2462796	0,3398436	0,2899976	0,2642344286	0,3232344286
Winter 2012	29-11-2011	0,3269952	0,2382585	0,2710666	0,1995739	0,2389486571	0,3279486571
Winter 2012	30-11-2011	0,3248925	0,2506673	0,2767331	0,2187048	0,2435122571	0,3215122571
Winter 2012	01-12-2011	0,3071262	0,267483	0,2411424	0,1618471	0,2330718857	0,3210718857
Winter 2012	02-12-2011	0,2444802	0,2788978	0,473589	0,4945717	0,2848477143	0,3838477143
Winter 2012	03-12-2011	0,2956924	0,2788096	0,434869	0,421128	0,2883917143	0,3833917143
Winter 2012	04-12-2011	0,3077319	0,2691884	0,46043	0,489572	0,2963858	0,3333858
Winter 2012	05-12-2011	0,3326482	0,2907715	0,501599	0,473279	0,3214339143	0,3394339143
Winter 2012	06-12-2011	0,3538716	0,2757986	0,448469	0,484137	0,3080397714	0,3710397714
Winter 2012	07-12-2011	0,3630461	0,3029699	0,50517	0,466137	0,3346245714	0,3956245714
Winter 2012	08-12-2011	0,2936648	0,2868828	0,523569	0,553152	0,3154618857	0,3384618857
Winter 2012	09-12-2011	0,3587131	0,2791523	0,503045	0,619843	0,3259744	0,3559744
Winter 2012	10-12-2011	0,3389163	0,2844168	0,465741	0,544859	0,3111640286	0,3441640286
Winter 2012	11-12-2011	0,2761687	0,2833988	0,501757	0,536995	0,3032355714	0,3712355714
Winter 2012	12-12-2011	0,3725403	0,2733858	0,469838	0,444299	0,3187897429	0,3717897429
Winter 2012	13-12-2011	0,3227954	0,2979329	0,607603	0,505995	0,3509518	0,4169518
Winter 2012	14-12-2011	0,2813206	0,3108377	0,62782	0,658852	0,3485652286	0,3725652286
Winter 2012	15-12-2011	0,3280552	0,2983748	0,490767	0,559137	0,3191991429	0,3941991429
Winter 2012	17-12-2011	0,3291272	0,3049349	0,506275	0,522854	0,3258106	0,3398106
Winter 2012	19-12-2011	0,2980877	0,2987144	0,387266	0,322997	0,2811623143	0,2821623143
Winter 2012	20-12-2011	0,3438938	0,3107866	0,398501	0,418006	0,3009089714	0,3539089714
Winter 2012	21-12-2011	0,3603932	0,3286764	0,397561	0,333705	0,3104658857	0,3114658857
Winter 2012	22-12-2011	0,3876531	0,3351603	0,390591	0,421006	0,3181155429	0,3461155429
Winter 2012	27-12-2011	0,357246	0,2929409	0,507817	0,435158	0,3308582571	0,4268582571
Winter 2012	14-01-2012	0,3337219	0,309993	0,672216	0,600004	0,3759802571	0,4049802571
Winter 2012	15-01-2012	0,3396417	0,3202936	0,626606	0,650004	0,3675832286	0,4325832286
